date,user_id,product,quantity,price
2024-04-27T00:00:00.000Z,wCdbfH,Продукт: eKZRPj,71,7391
2024-05-09T00:00:00.000Z,ecOygp,Продукт: wgQTYu,10,6714
2024-01-26T00:00:00.000Z,ZNfQoe,Продукт: wgQTYu,71,8456
2024-02-28T00:00:00.000Z,BJBcVm,Продукт: ysAwtk,27,2837
2024-12-14T00:00:00.000Z,SJjahC,Продукт: Kuhbyg,95,9073
2024-03-06T00:00:00.000Z,uieWhn,Продукт: kripcr,37,9951
2024-05-03T00:00:00.000Z,pvgZmH,Продукт: Kuhbyg,88,5171
2024-08-23T00:00:00.000Z,pDNWgf,Продукт: pGzvBW,73,4836
2024-06-20T00:00:00.000Z,YqOjcX,Продукт: pGzvBW,17,3641
2024-08-23T00:00:00.000Z,rcyYfD,Продукт: qYTwMH,76,311
2024-06-12T00:00:00.000Z,KFzpYY,Продукт: Kuhbyg,7,5890
2024-11-03T00:00:00.000Z,vXAIuC,Продукт: eKZRPj,68,5823
2024-07-10T00:00:00.000Z,nSqCax,Продукт: mOZGhk,3,4223
2024-09-05T00:00:00.000Z,hdJuFp,Продукт: RujVFA,1,4770
2024-03-12T00:00:00.000Z,bPaTOO,Продукт: kripcr,43,8438
2024-03-25T00:00:00.000Z,ObVqgs,Продукт: RujVFA,26,4896
2024-11-26T00:00:00.000Z,BsDukE,Продукт: kripcr,12,3625
2024-10-27T00:00:00.000Z,ZFGfCV,Продукт: kripcr,64,1524
2024-01-19T00:00:00.000Z,mJIkBc,Продукт: kyJZon,1,8267
2024-07-25T00:00:00.000Z,tQqvgA,Продукт: ZKGFid,47,470
2024-10-13T00:00:00.000Z,eKAgHG,Продукт: qYTwMH,60,8449
2024-02-27T00:00:00.000Z,GOeSss,Продукт: cXHbJD,47,7451
2024-11-23T00:00:00.000Z,HCAODW,Продукт: DiZIfz,21,9924
2024-07-19T00:00:00.000Z,MHhQYG,Продукт: DiZIfz,76,8123
2024-09-30T00:00:00.000Z,sVjWMV,Продукт: DiZIfz,8,5242
2024-02-06T00:00:00.000Z,Lsunbc,Продукт: ksGRAB,44,3649
2024-01-16T00:00:00.000Z,pUumoW,Продукт: wgQTYu,92,4319
2024-04-22T00:00:00.000Z,lsjyjX,Продукт: Kuhbyg,14,4310
2024-07-26T00:00:00.000Z,jCUybc,Продукт: qYTwMH,77,497
2024-07-23T00:00:00.000Z,ZfbHVx,Продукт: qYTwMH,89,154
2024-02-12T00:00:00.000Z,zhgNyF,Продукт: cXHbJD,84,8943
2024-06-21T00:00:00.000Z,MreikB,Продукт: eKZRPj,59,9129
2024-05-02T00:00:00.000Z,XxagbM,Продукт: vIMOcr,50,7436
2024-01-17T00:00:00.000Z,arnjdi,Продукт: pGzvBW,40,1421
2024-08-09T00:00:00.000Z,qPqoVT,Продукт: wgQTYu,46,7777
2024-06-26T00:00:00.000Z,hvnBoa,Продукт: kyJZon,77,1438
2024-02-16T00:00:00.000Z,tcoucj,Продукт: ysAwtk,3,6827
2024-11-12T00:00:00.000Z,BqaztY,Продукт: mOZGhk,23,8082
2024-01-21T00:00:00.000Z,sVIDIw,Продукт: RujVFA,55,6251
2024-05-04T00:00:00.000Z,LNzYqE,Продукт: RujVFA,49,6495
2024-10-09T00:00:00.000Z,OxTxAd,Продукт: DiZIfz,45,6815
2024-08-31T00:00:00.000Z,bCVAlz,Продукт: pGzvBW,48,9594
2024-08-03T00:00:00.000Z,HcfHjg,Продукт: wgQTYu,87,309
2024-07-06T00:00:00.000Z,jyJWjv,Продукт: RujVFA,43,6627
2024-07-06T00:00:00.000Z,JBQPon,Продукт: eKZRPj,58,1947
2024-01-20T00:00:00.000Z,vKCbgG,Продукт: mOZGhk,35,2753
2024-04-11T00:00:00.000Z,qTNmje,Продукт: kyJZon,17,7126
2024-08-13T00:00:00.000Z,CAtOqF,Продукт: wgQTYu,25,7832
2024-05-29T00:00:00.000Z,agLyzC,Продукт: ysAwtk,42,4577
2024-01-18T00:00:00.000Z,jVjIGi,Продукт: mOZGhk,13,736
2024-05-29T00:00:00.000Z,nrjHsb,Продукт: RujVFA,29,9308
2024-06-17T00:00:00.000Z,CubYWc,Продукт: DiZIfz,25,284
2024-11-08T00:00:00.000Z,QQhGSP,Продукт: DiZIfz,53,467
2024-07-27T00:00:00.000Z,cUYLJw,Продукт: wgQTYu,55,7944
2024-10-06T00:00:00.000Z,GwoQnL,Продукт: eKZRPj,38,8182
2024-06-20T00:00:00.000Z,iJCFNE,Продукт: kripcr,38,7179
2024-10-30T00:00:00.000Z,SmzlGf,Продукт: kripcr,94,3116
2024-04-10T00:00:00.000Z,DxWfyh,Продукт: pGzvBW,38,5019
2024-10-18T00:00:00.000Z,rWmiaE,Продукт: kripcr,43,969
2024-03-17T00:00:00.000Z,duQlnb,Продукт: wgQTYu,44,6472
2024-03-26T00:00:00.000Z,pFpmxm,Продукт: mOZGhk,5,6137
2024-10-30T00:00:00.000Z,RXzdBQ,Продукт: kyJZon,89,7820
2024-04-18T00:00:00.000Z,SyCgta,Продукт: vIMOcr,6,783
2024-05-24T00:00:00.000Z,sbqLEz,Продукт: eKZRPj,55,8433
2024-06-02T00:00:00.000Z,VOuBft,Продукт: ZKGFid,25,6489
2024-04-23T00:00:00.000Z,gkjlBh,Продукт: qYTwMH,84,6667
2024-05-31T00:00:00.000Z,kdRrYI,Продукт: kyJZon,96,7449
2024-06-21T00:00:00.000Z,rhzMii,Продукт: RujVFA,57,2015
2024-11-22T00:00:00.000Z,LGkjxF,Продукт: vIMOcr,63,6728
2024-04-01T00:00:00.000Z,MtHche,Продукт: cXHbJD,89,1476
2024-10-05T00:00:00.000Z,uDOwjO,Продукт: ZKGFid,73,3231
2024-03-07T00:00:00.000Z,ZAypCO,Продукт: Kuhbyg,34,747
2024-10-14T00:00:00.000Z,BXqgzq,Продукт: eKZRPj,7,4378
2024-08-11T00:00:00.000Z,OFDhwQ,Продукт: RujVFA,63,9659
2024-10-30T00:00:00.000Z,XoaDer,Продукт: ZKGFid,35,1322
2024-12-13T00:00:00.000Z,Mzayyn,Продукт: ysAwtk,44,4725
2024-11-21T00:00:00.000Z,KJjHwT,Продукт: cXHbJD,30,6172
2024-03-19T00:00:00.000Z,gbhVTQ,Продукт: Kuhbyg,16,4880
2024-03-24T00:00:00.000Z,udxdsk,Продукт: DiZIfz,31,502
2024-09-24T00:00:00.000Z,ipJrYu,Продукт: pGzvBW,96,2700
2024-08-21T00:00:00.000Z,QvsrDV,Продукт: ksGRAB,91,2900
2024-07-29T00:00:00.000Z,NSsYLJ,Продукт: RujVFA,57,580
2024-03-30T00:00:00.000Z,fkKPLI,Продукт: kripcr,58,1074
2024-08-26T00:00:00.000Z,merGZo,Продукт: kyJZon,67,2787
2024-10-12T00:00:00.000Z,gOVgwN,Продукт: vIMOcr,2,1960
2024-05-10T00:00:00.000Z,FQXtkA,Продукт: eKZRPj,2,4792
2024-06-27T00:00:00.000Z,HlzXBR,Продукт: ZKGFid,40,1502
2024-10-02T00:00:00.000Z,gWoWfI,Продукт: vIMOcr,20,4156
2024-04-12T00:00:00.000Z,KomuBS,Продукт: mOZGhk,76,4154
2024-09-11T00:00:00.000Z,tkejWC,Продукт: kripcr,47,3408
2024-10-14T00:00:00.000Z,FVkrmH,Продукт: ksGRAB,32,7750
2024-09-03T00:00:00.000Z,PINhnu,Продукт: vIMOcr,6,101
2024-06-10T00:00:00.000Z,wWRDSY,Продукт: vIMOcr,14,6048
2024-04-20T00:00:00.000Z,ilEGCu,Продукт: wgQTYu,80,7689
2024-05-21T00:00:00.000Z,mZabXa,Продукт: Kuhbyg,18,9076
2024-10-31T00:00:00.000Z,kxQjXg,Продукт: cXHbJD,56,9173
2024-05-03T00:00:00.000Z,SvdcZw,Продукт: RujVFA,90,693
2024-09-18T00:00:00.000Z,doqRiy,Продукт: mOZGhk,6,7875
2024-04-07T00:00:00.000Z,RyVxgG,Продукт: ZKGFid,43,6652
2024-08-25T00:00:00.000Z,eSQuuH,Продукт: vIMOcr,23,9527
2024-01-19T00:00:00.000Z,MNfSfz,Продукт: ksGRAB,1,3732
2024-07-14T00:00:00.000Z,NpjYQi,Продукт: ysAwtk,92,4995
2024-08-16T00:00:00.000Z,grRhXo,Продукт: vIMOcr,50,9773
2024-10-06T00:00:00.000Z,AiHmwo,Продукт: ZKGFid,74,8531
2024-03-19T00:00:00.000Z,EQMsII,Продукт: qYTwMH,82,899
2024-01-20T00:00:00.000Z,ivHFNr,Продукт: vIMOcr,64,1291
2024-05-11T00:00:00.000Z,iLccZo,Продукт: vIMOcr,45,2390
2024-07-12T00:00:00.000Z,UeETsA,Продукт: ksGRAB,9,5037
2024-06-27T00:00:00.000Z,VrCcIo,Продукт: vIMOcr,48,7639
2024-06-15T00:00:00.000Z,BDZIuP,Продукт: qYTwMH,46,6371
2024-10-21T00:00:00.000Z,gEqVGd,Продукт: RujVFA,57,8901
2024-06-05T00:00:00.000Z,hIAHDF,Продукт: pGzvBW,92,1336
2024-06-22T00:00:00.000Z,Uapzcv,Продукт: DiZIfz,54,2194
2024-02-07T00:00:00.000Z,BnOxhH,Продукт: mOZGhk,99,1384
2024-06-05T00:00:00.000Z,Yjfsre,Продукт: kripcr,56,7324
2024-02-18T00:00:00.000Z,PRjLQS,Продукт: kyJZon,1,483
2024-01-07T00:00:00.000Z,uMXxSf,Продукт: DiZIfz,78,1572
2024-03-20T00:00:00.000Z,cpNpmd,Продукт: vIMOcr,78,2632
2024-01-07T00:00:00.000Z,MQqViX,Продукт: Kuhbyg,62,7775
2024-11-22T00:00:00.000Z,znlCWG,Продукт: ZKGFid,95,4071
2024-03-19T00:00:00.000Z,dhhPfW,Продукт: wgQTYu,75,3601
2024-06-18T00:00:00.000Z,gFoexQ,Продукт: cXHbJD,66,8667
2024-07-15T00:00:00.000Z,ofGKMo,Продукт: ZKGFid,90,1059
2024-09-08T00:00:00.000Z,dZkvYc,Продукт: cXHbJD,41,3325
2024-12-14T00:00:00.000Z,kGJxOV,Продукт: vIMOcr,56,8634
2024-03-01T00:00:00.000Z,BVHMUy,Продукт: pGzvBW,88,7659
2024-03-19T00:00:00.000Z,gvPJeq,Продукт: pGzvBW,47,9176
2024-05-25T00:00:00.000Z,ndSUkh,Продукт: qYTwMH,19,1763
2024-02-10T00:00:00.000Z,KlojgQ,Продукт: vIMOcr,8,2361
2024-06-05T00:00:00.000Z,ruUGkZ,Продукт: pGzvBW,80,7790
2024-09-22T00:00:00.000Z,hLXJqN,Продукт: eKZRPj,96,8180
2024-02-13T00:00:00.000Z,YzrOsP,Продукт: DiZIfz,87,6559
2024-06-03T00:00:00.000Z,TOeWob,Продукт: eKZRPj,26,7752
2024-02-10T00:00:00.000Z,smpUCe,Продукт: ysAwtk,24,6271
2024-05-03T00:00:00.000Z,puBoSn,Продукт: ysAwtk,84,2252
2024-04-14T00:00:00.000Z,rYorDk,Продукт: RujVFA,39,7078
2024-10-05T00:00:00.000Z,cziGNM,Продукт: RujVFA,80,4603
2024-07-14T00:00:00.000Z,RApvlW,Продукт: ZKGFid,74,276
2024-10-24T00:00:00.000Z,kvSPAG,Продукт: kyJZon,13,5350
2024-04-27T00:00:00.000Z,VYHzgj,Продукт: cXHbJD,77,8567
2024-05-28T00:00:00.000Z,WoqngU,Продукт: kyJZon,21,8237
2024-06-01T00:00:00.000Z,KMhnQB,Продукт: qYTwMH,65,587
2024-05-16T00:00:00.000Z,HWHbDP,Продукт: pGzvBW,87,2113
2024-04-16T00:00:00.000Z,NRyeMe,Продукт: qYTwMH,79,3844
2024-03-26T00:00:00.000Z,aLYHwW,Продукт: eKZRPj,20,9409
2024-06-27T00:00:00.000Z,CJTERI,Продукт: ysAwtk,94,996
2024-07-01T00:00:00.000Z,xLLUub,Продукт: ZKGFid,94,9090
2024-03-11T00:00:00.000Z,pfzpcL,Продукт: ysAwtk,45,4537
2024-06-29T00:00:00.000Z,rJvyzM,Продукт: wgQTYu,7,8973
2024-04-01T00:00:00.000Z,mHSUTq,Продукт: ysAwtk,90,4306
2024-11-03T00:00:00.000Z,Vxpxjh,Продукт: ZKGFid,63,8138
2024-09-13T00:00:00.000Z,lBRcaJ,Продукт: Kuhbyg,38,1323
2024-08-31T00:00:00.000Z,mlHrwj,Продукт: pGzvBW,10,9656
2024-05-16T00:00:00.000Z,puHAlq,Продукт: wgQTYu,15,6380
2024-12-16T00:00:00.000Z,GNqqPq,Продукт: RujVFA,69,7790
2024-10-02T00:00:00.000Z,GoSMPg,Продукт: ysAwtk,5,3177
2024-01-22T00:00:00.000Z,jkyenY,Продукт: ZKGFid,74,2718
2024-10-09T00:00:00.000Z,MqxHzH,Продукт: RujVFA,4,3886
2024-02-27T00:00:00.000Z,kMpitS,Продукт: wgQTYu,67,2628
2024-06-17T00:00:00.000Z,qYFNlr,Продукт: Kuhbyg,28,8616
2024-02-12T00:00:00.000Z,KeVVcT,Продукт: eKZRPj,30,9350
2024-04-14T00:00:00.000Z,IDeTNc,Продукт: mOZGhk,70,4142
2024-09-02T00:00:00.000Z,ZWntVW,Продукт: pGzvBW,70,8978
2024-07-25T00:00:00.000Z,bWqAna,Продукт: RujVFA,13,8741
2024-12-17T00:00:00.000Z,pmrbrK,Продукт: ZKGFid,33,5998
2024-01-12T00:00:00.000Z,irEUyc,Продукт: ksGRAB,37,1101
2024-09-25T00:00:00.000Z,zVgdTb,Продукт: cXHbJD,34,9601
2024-10-29T00:00:00.000Z,cgKazn,Продукт: cXHbJD,46,2744
2024-03-23T00:00:00.000Z,kVZBJj,Продукт: ZKGFid,50,7868
2024-10-26T00:00:00.000Z,Zmpxtg,Продукт: pGzvBW,80,5652
2024-09-06T00:00:00.000Z,OcyILW,Продукт: ksGRAB,39,5546
2024-01-26T00:00:00.000Z,DPnicl,Продукт: eKZRPj,73,2189
2024-06-17T00:00:00.000Z,BNOTPt,Продукт: DiZIfz,35,8440
2024-12-03T00:00:00.000Z,iIYiXN,Продукт: qYTwMH,17,4466
2024-03-13T00:00:00.000Z,ydBGLl,Продукт: Kuhbyg,99,9952
2024-07-06T00:00:00.000Z,XyABOg,Продукт: ysAwtk,56,9369
2024-08-11T00:00:00.000Z,nRuvsX,Продукт: qYTwMH,96,5721
2024-08-09T00:00:00.000Z,QizYmc,Продукт: qYTwMH,60,8733
2024-05-25T00:00:00.000Z,LbEcCT,Продукт: cXHbJD,57,9724
2024-09-12T00:00:00.000Z,CBjxIp,Продукт: Kuhbyg,77,5694
2024-09-02T00:00:00.000Z,RQrCCf,Продукт: ysAwtk,69,1541
2024-11-09T00:00:00.000Z,puKMGU,Продукт: Kuhbyg,26,9428
2024-01-12T00:00:00.000Z,JmRrIu,Продукт: pGzvBW,42,364
2024-07-29T00:00:00.000Z,qXyMuV,Продукт: ksGRAB,16,6330
2024-12-29T00:00:00.000Z,HjfNTD,Продукт: mOZGhk,7,7534
2024-01-13T00:00:00.000Z,qXqkbM,Продукт: kyJZon,31,6492
2024-04-28T00:00:00.000Z,vhYSPe,Продукт: Kuhbyg,48,4830
2024-02-05T00:00:00.000Z,mNnARx,Продукт: Kuhbyg,52,9710
2024-12-19T00:00:00.000Z,lwJNzq,Продукт: cXHbJD,100,7318
2024-03-18T00:00:00.000Z,TxFApN,Продукт: qYTwMH,34,8124
2024-04-26T00:00:00.000Z,iXgbpX,Продукт: kripcr,72,472
2024-09-27T00:00:00.000Z,gpbRRY,Продукт: vIMOcr,4,6390
2024-06-02T00:00:00.000Z,sBwnwl,Продукт: Kuhbyg,99,3471
2024-01-14T00:00:00.000Z,lfpWtv,Продукт: wgQTYu,5,2914
2024-02-14T00:00:00.000Z,NeKFdK,Продукт: ysAwtk,55,6083
2024-12-27T00:00:00.000Z,gAmOEB,Продукт: mOZGhk,54,2067
2024-05-20T00:00:00.000Z,QUdxST,Продукт: ysAwtk,11,943
2024-06-02T00:00:00.000Z,FgCfrP,Продукт: pGzvBW,63,6975
2024-02-11T00:00:00.000Z,RLUuMb,Продукт: vIMOcr,92,7175
2024-03-18T00:00:00.000Z,RYWpSO,Продукт: kripcr,18,4205
2024-02-27T00:00:00.000Z,MtUqqb,Продукт: RujVFA,32,3535
2024-03-15T00:00:00.000Z,NQgAnO,Продукт: kyJZon,66,3437
2024-09-13T00:00:00.000Z,cBHUOj,Продукт: mOZGhk,95,8630
2024-05-27T00:00:00.000Z,lYTpUs,Продукт: pGzvBW,91,5705
2024-05-28T00:00:00.000Z,QfBnEp,Продукт: cXHbJD,46,6360
2024-07-26T00:00:00.000Z,GdWEEP,Продукт: qYTwMH,58,9159
2024-06-10T00:00:00.000Z,vrPzHz,Продукт: Kuhbyg,16,3547
2024-02-02T00:00:00.000Z,AJlGkv,Продукт: ksGRAB,66,5453
2024-11-27T00:00:00.000Z,YFbZdO,Продукт: qYTwMH,38,4825
2024-10-18T00:00:00.000Z,BBeDtX,Продукт: qYTwMH,59,7521
2024-09-23T00:00:00.000Z,PZkXMg,Продукт: RujVFA,44,2216
2024-07-13T00:00:00.000Z,zwaecT,Продукт: eKZRPj,53,9171
2024-12-29T00:00:00.000Z,JiCFVc,Продукт: Kuhbyg,80,2675
2024-02-28T00:00:00.000Z,WrziuG,Продукт: eKZRPj,29,204
2024-07-18T00:00:00.000Z,knWjrV,Продукт: DiZIfz,37,8593
2024-01-16T00:00:00.000Z,IkQEWt,Продукт: vIMOcr,10,458
2024-04-10T00:00:00.000Z,qsdSgm,Продукт: kyJZon,81,2825
2024-02-08T00:00:00.000Z,cztYsc,Продукт: qYTwMH,80,2108
2024-11-13T00:00:00.000Z,LlUKbx,Продукт: cXHbJD,20,8764
